symbol	all	control	tgf	tnf	mix
GCSH	4	4	9	4	4
CMTM3	9	3	9	6	2
CDH11	5	4	2	9	7
NOL3	6	6	6	7	9
MAP1LC3B	4	2	4	8	6
CDH13	9	7	6	8	7
RPS2	7	1	9	5	4
TCF25	9	9	9	6	9
MED9	9	7	6	7	9
COPS3	4	4	3	4	6
UTP4	4	1	9	4	6
NOB1	4	1	3	4	7
UNC45B	9	7	4	8	7
C17orf80	9	1	4	8	2
TOB1	6	6	1	7	9
NPEPPS	7	1	6	6	7
ABCA8	9	7	6	7	9
G6PC3	4	1	3	4	6
SS18	9	3	6	6	2
AFG3L2	7	1	3	4	7
PRELID3A	9	7	1	7	9
SLC39A6	3	3	8	8	2
GALNT1	4	4	4	6	6
OSBPL1A	7	1	3	4	4
GATA6	4	2	2	4	6
MINK1	9	9	4	8	7
TP53	6	3	1	7	9
SLC16A3	9	7	8	6	2
EIF4A3	4	4	3	4	6
FN3KRP	7	5	5	4	4
SECTM1	8	1	9	1	2
MBD1	4	4	3	4	6
TNFRSF11A	7	1	3	8	4
PMAIP1	8	3	4	8	7
P3H4	9	7	6	6	2
NT5C3B	9	7	9	4	7
IGFBP4	5	5	5	5	5
TXNL4A	7	1	9	4	6
CACNA1A	6	6	1	7	9
BRD4	9	9	6	8	9
NFIC	9	9	6	8	9
TPGS1	9	6	6	7	9
PLPP2	9	7	6	7	7
PFKL	9	6	9	8	9
SH3GL1	7	9	9	6	7
DPP9	7	1	9	4	7
IFITM3	8	9	2	1	1
COL6A1	7	2	2	8	4
SOD1	9	7	6	8	6
SIK1	9	3	9	6	9
APP	7	5	2	4	4
EMP3	6	6	6	7	9
SAE1	4	4	3	4	4
ADAMTS10	9	6	8	7	9
CARM1	9	9	9	8	9
PSMB6	9	7	6	7	7
RPS11	9	9	9	6	7
CTU1	9	7	3	4	9
NOSIP	9	9	9	6	9
RCN3	8	2	9	8	2
EPHA2	7	4	5	4	6
EFHD2	5	1	2	4	5
PGD	7	1	2	4	4
SH3BGRL3	7	1	5	4	4
RPL11	9	9	6	4	7
KIAA0319L	9	9	9	6	7
EVA1B	9	9	9	4	7
PLK4	5	8	4	5	4
SYTL1	9	7	6	7	2
HSPG2	9	9	9	8	9
ITGB3BP	4	4	3	6	7
SERBP1	7	4	3	5	7
BCL10	4	1	4	4	7
CCN1	4	2	8	4	6
PRKACB	7	5	3	6	4
PIGK	4	4	3	4	4
TINAGL1	7	1	5	5	4
RPS8	7	1	3	5	4
KIF2C	5	8	5	5	5
PTPRF	9	9	9	6	9
MOB3C	8	1	4	8	9
LMO4	4	1	9	6	6
ZNF697	4	2	4	4	7
PSMA5	8	4	4	8	2
ITGA10	7	1	3	5	4
ALDH9A1	4	5	3	4	6
ATP1B1	8	4	4	9	7
TIPRL	4	4	3	4	6
NME7	8	1	6	8	7
UCK2	3	3	8	6	1
NUF2	5	8	5	5	5
RGS5	5	4	2	5	5
PFDN2	4	4	3	4	6
NR1I3	6	6	1	7	9
MRPL24	7	1	5	5	4
PIGM	9	7	9	7	9
HDGF	4	4	2	9	7
RGS16	9	9	1	7	8
TUFT1	3	7	8	6	2
SF3B4	4	4	3	4	6
ECM1	9	7	4	6	6
SNX27	6	6	1	7	9
MCL1	4	4	3	4	6
CTSK	8	3	4	1	2
RFX5	4	3	4	4	6
ANP32E	4	4	6	4	2
CERS2	7	4	9	4	4
ENSA	7	5	3	4	4
SEMA6C	9	9	9	6	9
GOLPH3L	9	1	2	8	7
SYT14	6	6	6	7	9
DTL	5	8	5	5	4
EIF2D	7	4	3	4	7
SMYD2	4	4	3	6	6
ADAM15	7	9	2	4	5
RAB13	8	3	2	8	7
TPM3	4	4	3	4	4
SNAPIN	7	1	3	4	4
UBAP2L	4	4	3	4	6
SLC39A1	4	4	3	4	6
C1orf43	4	4	3	4	4
ILF2	7	1	5	5	7
INTS3	9	7	6	8	9
GALNT2	4	4	3	6	6
TTC13	4	4	9	6	6
SCCPDH	4	1	3	4	4
CEP170	9	4	6	8	2
ACP1	4	4	4	4	6
SRP9	4	4	4	6	6
DEGS1	4	4	3	4	6
ARF1	4	4	3	4	6
CNIH4	4	4	3	6	6
GUK1	9	7	8	4	6
CDC42BPA	7	5	3	6	7
MBOAT2	9	1	8	6	2
PARP1	7	5	3	4	7
PSEN2	8	3	4	9	4
LBR	5	5	3	4	4
EPHX1	9	9	6	6	9
SOX13	7	1	5	4	7
PLEKHA6	7	1	9	6	6
GDF7	3	3	1	7	1
PDIA6	4	4	3	4	6
RHOB	9	2	9	4	9
ATP6V1C2	4	4	3	4	6
HNRNPLL	4	4	3	6	6
CALM2	3	7	8	7	2
CHAC2	4	4	4	4	6
SNRPG	4	4	3	6	6
ABHD1	9	7	6	7	9
MEIS1	6	6	1	7	9
EXOC6B	7	1	2	8	7
TEX261	4	4	3	4	4
DUSP11	4	4	9	4	6
MALL	5	5	5	5	5
RALB	7	5	5	4	4
SLC20A1	7	5	5	6	9
ZC3H8	9	7	6	7	9
UBXN4	4	4	3	4	7
POLR2D	4	4	6	6	9
PKP4	4	1	8	6	6
LNPK	9	3	8	8	9
CDCA7	4	4	4	4	4
GULP1	3	3	8	7	1
HSPD1	4	5	3	5	6
METTL21A	9	7	6	7	9
ACKR3	2	3	2	2	8
FANCD2	6	7	6	7	9
RAB5A	3	4	8	6	2
CTDSP1	7	9	9	6	4
CNOT9	9	7	4	8	7
MARCHF4	4	4	9	6	2
EAF1	4	4	3	4	6
DYNC1LI1	4	5	3	4	7
GADL1	9	3	6	6	2
OSBPL10	7	1	3	5	4
CSRNP1	4	2	5	4	9
GOLGA4	4	4	6	6	9
CTDSPL	7	9	6	6	4
PTPRG	7	5	5	5	4
UBA3	4	4	3	6	6
ARL6IP5	8	4	4	8	6
TMF1	4	4	4	6	6
LRTM1	9	7	9	7	9
COL8A1	7	9	8	6	4
NXPE3	9	7	6	7	9
PHLDB2	8	3	1	8	2
ABHD10	7	1	3	6	7
ADPRH	8	3	6	8	6
ATG3	9	7	4	7	4
NCEH1	5	8	2	9	5
TMEM44	9	9	1	8	4
MANF	4	4	8	4	6
SLIT2	7	2	2	9	4
EIF2B5	4	1	4	6	6
LYAR	7	5	5	4	7
ATP10D	9	1	4	6	2
OCIAD2	3	3	8	8	1
SCD5	7	1	9	6	4
ENOPH1	4	4	3	4	6
SNCA	7	5	3	6	4
CAMK2D	7	7	3	8	5
CISD2	4	4	3	6	6
TIFA	8	3	2	9	8
CCNA2	5	8	5	5	5
SETD7	4	4	3	6	6
RPS3A	7	1	9	5	4
PDGFC	3	7	7	6	1
MARCHF6	6	6	1	7	9
MYO10	9	3	6	6	2
PLK2	7	1	4	9	4
LHFPL2	9	7	4	7	7
LIX1	6	6	6	7	9
PAM	4	1	4	8	6
BDP1	4	4	3	4	9
BTF3	4	4	3	4	4
FBXL17	6	6	1	7	9
TNFAIP8	9	3	6	8	7
COMMD10	4	4	3	4	6
ATG12	9	7	6	6	9
YIPF5	3	3	8	6	2
ARHGAP26	9	7	6	8	7
CXCL14	6	6	6	7	9
SLC25A48	6	6	1	7	9
DDX46	4	4	3	4	7
PCYOX1L	4	1	3	6	2
TNIP1	8	3	2	9	8
G3BP1	4	4	3	4	7
N4BP3	8	3	4	9	9
KCNMB1	9	7	9	7	9
GFOD1	9	7	6	7	9
KLHL3	7	5	3	6	4
TRIM41	9	7	6	7	9
HIGD2A	6	7	1	7	7
TNFRSF21	9	3	4	8	2
PPP1R18	4	4	3	4	6
NFKBIE	8	2	2	9	8
TPBG	9	7	4	6	9
MMS22L	9	7	6	7	9
PM20D2	9	7	6	6	9
RNF217	9	1	6	7	9
RSPO3	3	3	7	1	1
ARHGAP18	7	5	3	6	4
ABRACL	4	4	3	8	6
DYNLT1	8	1	6	8	2
WTAP	8	3	3	9	7
GNA12	4	4	5	4	7
C7orf50	7	9	3	4	7
CDCA5	5	4	5	4	4
IGFBP3	7	5	5	5	6
RPL32P18	7	1	9	5	7
IGFBP1	5	5	5	4	4
CCT6A	4	4	3	4	6
ASB15	9	7	1	6	9
GIGYF1	6	6	1	7	7
MEPCE	7	1	5	4	4
TMEM140	8	7	9	8	6
NCAPG2	5	8	5	5	4
SHROOM2	9	3	9	8	6
LUC7L2	7	4	9	4	7
SH3KBP1	4	1	3	4	9
TMEM47	7	1	3	6	4
MSN	7	1	3	4	7
DIPK2B	7	1	9	5	4
CHST7	7	5	3	4	4
NDUFB11	9	9	9	6	9
ZMYM3	7	1	3	4	6
TAF1	4	4	4	6	7
NONO	7	1	3	4	7
LPAR4	6	6	1	7	9
OGT	4	1	3	4	6
SNX12	4	4	3	4	4
IL2RG	8	3	6	1	2
PRPS1	4	4	3	5	6
ZNF185	7	4	3	5	4
RPL10	9	9	6	6	7
CSGALNACT1	7	7	4	6	4
ATP6V1B2	8	2	4	1	2
CCDC25	7	5	5	6	7
CHRNA6	8	7	6	1	9
SLC25A37	6	6	6	7	9
PLPBP	7	5	3	4	7
RGS20	8	3	4	8	6
TACC1	9	9	6	6	4
PLPP5	9	1	9	6	6
MRPS28	4	4	3	6	6
RPL7	7	1	6	5	4
MTDH	4	4	9	4	9
LRP12	9	7	8	6	2
EBAG9	4	4	4	6	6
NDUFB9	4	1	3	4	4
GSDMC	4	1	4	6	7
ZNF7	6	9	8	1	7
VLDLR	6	7	1	7	9
AK3	9	9	6	6	7
UHRF2	4	4	3	5	7
NFIB	7	9	6	6	4
PLIN2	7	5	2	4	5
HAUS6	4	8	4	6	6
CDKN2B	3	2	7	4	1
CDKN2A	8	2	4	8	2
SIGMAR1	7	4	3	5	4
CBWD5	9	7	6	7	7
SHC3	4	1	4	6	6
MFSD14B	4	4	9	6	6
AOPEP	9	7	6	6	2
ZNF462	9	3	6	7	9
UGCG	3	3	1	8	2
STOM	7	5	5	8	4
GSN	7	9	9	4	7
NR6A1	6	6	1	7	9
POLE3	4	4	3	4	9
SURF4	4	4	3	4	2
GBGT1	3	3	8	6	2
RPL7A	7	1	9	5	4
GTF3C5	9	7	5	7	9
LRSAM1	9	9	6	8	9
GPR107	9	3	4	8	6
PAXX	9	9	5	7	4
INPP5E	4	5	4	8	4
NOTCH1	7	5	9	6	7
PROSER2	9	3	9	6	6
USP6NL	9	7	6	7	2
MSRB2	6	6	6	7	9
FAM171A1	4	4	4	8	7
RSU1	4	2	4	6	2
ZEB1	4	4	3	6	6
ADIRF	5	9	2	5	5
GLUD1	7	1	3	4	4
ANKRD1	6	6	1	7	2
ADD3	8	3	1	1	1
EIF4EBP2	7	1	9	4	7
NPFFR1	9	7	6	7	7
TCF7L2	7	1	6	6	9
MKI67	5	8	5	5	5
GSTO1	4	4	9	6	6
CNNM2	9	7	6	7	2
PDCD11	7	4	5	4	9
ADAM12	6	6	1	7	9
RGS10	9	1	9	6	6
BTBD10	4	4	3	4	6
ADM	7	9	3	6	4
LRRC4C	6	6	1	7	9
TUT1	4	3	3	4	7
HSD17B12	4	4	3	4	6
TNKS1BP1	4	2	3	4	6
SSRP1	7	4	5	4	7
PTPRJ	9	7	9	6	6
C11orf49	9	7	6	6	7
CELF1	9	7	6	7	7
HIKESHI	7	1	9	4	7
CCDC81	9	7	4	6	2
ENDOD1	7	5	3	4	4
CCDC82	4	4	3	8	6
KLHL35	9	7	6	6	9
SERPINH1	4	4	3	5	6
RPS3	7	1	3	5	7
NCAM1	6	6	1	7	9
ATM	9	7	6	7	9
AASDHPPT	4	5	3	6	6
SLX4IP	6	6	1	7	9
P4HA3	3	1	8	6	2
ADAM33	9	6	6	7	9
TKFC	9	9	6	8	6
MTA2	7	1	5	4	7
FADS1	9	1	6	6	9
ROM1	7	1	9	4	7
CCDC15	4	3	5	6	7
ESAM	5	5	5	5	5
MPZL2	5	5	5	5	5
TAGLN	3	9	7	6	3
KIAA1755	9	6	4	8	9
DSN1	7	5	5	4	4
CABLES2	4	1	3	4	4
FERMT3	4	1	2	8	6
PLCB3	7	9	5	4	7
CDC42EP2	9	7	2	4	7
TM7SF2	7	9	5	6	4
VPS51	9	9	9	4	7
PPP4C	7	4	5	4	7
ALDOA	7	3	5	5	4
TLCD3B	9	7	6	8	9
HIRIP3	4	4	4	4	4
TAOK2	7	9	2	4	7
TMEM219	7	9	9	4	6
HMGA2	7	4	5	4	4
CNKSR2	9	7	6	6	7
CLEC1A	8	7	4	8	9
ITGB1	3	4	8	6	2
ARID5B	3	9	8	7	2
TMCO3	4	3	9	6	7
LATS2	4	4	4	4	4
FAM124A	6	6	1	7	9
MIA2	6	6	6	7	9
LYPD1	7	1	2	6	4
GPM6A	6	6	1	7	9
VEGFC	8	2	2	9	7
CNDP1	9	7	6	7	8
PRSS23	4	4	3	8	6
CCT5	4	4	3	4	6
DIXDC1	7	1	9	5	9
DLAT	4	4	3	4	6
PIH1D2	4	4	3	8	6
FOXO1	4	1	2	8	6
SEC24D	9	3	4	8	2
UBC	9	9	9	8	9
SLC7A11	8	1	2	1	4
THRB	6	6	1	7	9
TMEM263	9	3	8	6	2
TWF1	4	4	3	6	6
DIP2C	9	7	1	8	2
TEX30	4	4	4	4	4
FAM177A1	9	7	6	6	2
NEK7	4	8	8	8	6
CDC123	4	4	3	4	6
CCDC3	7	1	2	4	4
C4orf33	9	1	3	8	6
EPS8	7	5	2	6	4
ACAD8	4	1	3	4	6
VPS26B	7	1	3	4	6
NCAPD3	4	8	4	4	4
QDPR	4	4	4	4	6
ZNF827	9	9	8	6	2
NR3C2	7	5	3	4	4
AKR1C2	7	5	3	4	4
DPYSL4	7	1	3	4	7
VENTX	9	7	9	8	7
INPP1	7	5	3	4	4
ASAP2	4	1	3	6	7
ADAM17	9	7	1	8	7
FLI1	7	4	2	8	4
CENPU	5	8	3	5	4
SLC25A4	3	4	8	6	2
BICD1	4	3	4	6	9
ZNF385D	9	7	6	7	9
PABPC3	7	5	3	4	4
GFRA1	9	3	4	6	2
DST	7	5	6	6	7
MZT2B	9	9	9	5	9
MGAT5	7	5	5	4	5
GPATCH11	7	1	3	6	7
HSPB8	4	2	2	9	7
GEMIN6	6	6	1	7	9
PSTPIP2	9	3	6	8	9
ATP5F1A	4	1	3	6	6
SPC25	4	8	5	4	7
PDK1	6	6	1	7	9
UHMK1	4	4	3	6	6
POC5	4	1	9	6	6
SPOCK1	4	2	3	5	2
DCLRE1C	6	6	6	7	9
NMT2	9	9	4	8	4
CCDC50	4	4	3	4	6
CAMK4	9	7	4	7	9
ZFP36L2	7	9	4	4	4
PAN3	6	6	1	7	9
PLEKHH2	6	7	6	7	2
TMEM123	4	4	3	8	6
MBNL1	7	5	3	6	4
GPD1L	7	5	9	4	4
GJA1	3	2	8	8	1
PELO	4	2	4	8	6
SAR1B	4	4	3	4	6
DNAI4	9	7	6	7	9
FARP1	3	3	8	6	2
IFIT5	1	3	2	1	1
SLC16A12	9	7	6	7	9
PRDM8	8	1	4	9	6
HNRNPDL	4	4	3	4	6
HHEX	4	1	4	8	6
UTRN	7	5	9	6	4
PTPRK	8	2	6	8	8
ZNF117	9	7	6	8	9
MARVELD2	9	7	9	6	7
PLOD2	4	2	4	8	6
CPB1	9	7	4	6	9
SRP19	9	1	9	6	2
CARHSP1	9	7	9	6	4
DAB2	9	9	1	6	6
ANAPC1	7	4	5	6	6
CAST	7	4	2	4	4
SCOC	4	4	4	6	6
RASSF3	4	4	4	8	6
HNRNPU	7	4	3	4	4
AHCTF1	4	4	3	6	6
MERTK	4	4	9	6	9
TMEM87B	3	2	8	8	1
PLA2R1	9	1	6	8	9
RBMS1	4	4	9	4	7
SCN3A	9	7	6	8	9
CYRIB	9	1	6	6	2
ASAP1	7	1	9	4	7
TRAPPC8	4	4	3	8	6
LINC00467	9	9	8	7	9
INO80C	9	7	4	8	2
UBALD1	9	6	9	7	9
TMEM251	9	3	8	7	2
CMTM7	7	9	9	8	4
RPIA	7	1	3	4	4
CNKSR3	9	7	6	4	7
CFDP1	5	5	5	4	4
ZDHHC7	4	1	3	6	6
CMIP	7	5	5	5	4
KCTD15	4	4	9	6	6
DDAH1	7	1	3	5	7
CHD1	6	6	6	7	9
HS2ST1	4	4	9	6	6
CACNA2D1	7	4	9	4	7
NUS1	4	4	3	6	6
SEMA3D	8	9	6	1	6
GRAP	3	3	8	6	2
SLC5A10	3	3	8	6	2
AK5	7	9	5	5	5
IMPACT	7	1	3	4	7
C16orf74	5	5	5	4	4
TBCEL	4	4	9	4	6
ANKH	7	1	3	6	7
UBASH3B	7	4	5	5	7
ROBO4	9	2	2	4	9
ROBO3	9	7	6	7	6
NRGN	5	5	5	5	5
TOMM70	4	4	3	4	6
ABI3BP	8	4	1	1	6
PRKCA	4	1	8	6	9
ABCA5	9	7	6	7	6
UCHL1	7	2	2	4	4
MIA3	6	9	1	1	7
TNIK	7	5	5	4	4
FAM167A	7	5	5	4	4
ENAH	4	1	8	6	2
GBP5	8	3	4	8	2
BUB3	5	8	5	4	4
ATP5MC3	4	4	4	6	6
CNTNAP3B	7	5	5	5	4
MAGED4	3	7	8	6	2
SORBS2	9	9	9	6	7
ELOC	4	4	3	4	6
LY96	4	1	6	8	6
BTG3	8	3	4	8	6
MRPL39	4	4	4	4	6
JAM2	9	7	4	7	7
GABPA	4	4	4	6	6
ADAMTS1	4	8	3	4	6
FGD5	7	1	3	6	4
PPP4R1	4	1	3	6	6
PIEZO2	5	2	2	4	5
ANKRD40	7	1	3	4	7
VOPP1	4	4	3	4	6
SEPTIN14	9	7	6	1	9
FBXL18	6	6	1	7	9
KLF10	4	4	3	4	6
AZIN1	4	4	4	4	6
TTC39B	6	7	6	7	7
AGPAT5	4	4	3	4	6
SLC25A28	8	3	9	1	2
SAMSN1	3	7	8	6	9
MOV10	8	3	2	1	2
RHOC	6	6	4	7	7
DBI	8	3	4	8	2
SLC16A1	4	4	3	6	6
HEATR3	9	5	9	6	7
TRIM74	9	3	6	7	6
OXA1L	9	9	6	8	7
LARP1	7	1	9	4	7
FAM126B	6	6	1	7	9
RNF20	4	4	3	6	6
SLC26A2	3	4	7	5	2
LSM11	7	1	9	6	6
RRAGA	4	1	6	8	6
SLC24A2	6	7	1	1	1
KIF5A	9	9	1	7	8
MIDEAS	9	7	6	7	9
GNAQ	9	7	6	7	9
MMP16	7	5	5	4	4
ADK	4	4	2	6	4
BACH1	4	3	9	6	2
TIAM1	9	7	9	7	9
RPGR	7	5	5	4	4
PCDH1	7	1	5	5	7
GDF6	3	2	7	5	2
PTDSS1	5	4	3	5	4
EEF1A1	7	5	9	4	4
CD109	7	4	3	6	4
UBE2L6	1	3	2	3	3
ZDHHC5	7	4	5	4	6
NPTN	4	4	4	6	6
RAB11FIP1	6	6	1	7	9
UNC5D	9	7	4	8	9
ATAD2	7	4	5	4	4
FBXO32	3	3	8	6	2
FBRS	8	3	9	8	6
MFSD14A	4	4	3	4	6
ADGRG4	9	7	8	8	6
B3GNT7	6	6	1	7	9
MPV17L	9	7	6	7	9
BUB1B	5	8	5	5	5
PDE6D	4	4	2	4	6
EIF4A2	4	4	3	4	4
RPUSD3	7	1	3	4	6
SEC13	6	3	1	7	2
TMEM171	7	4	5	4	4
NRG1	8	2	4	8	6
NECAP2	4	1	2	4	7
LRP8	4	4	3	4	7
SSBP3	4	3	2	8	7
CLDN12	9	3	6	6	2
MMP14	9	1	9	6	9
FZD1	7	5	3	6	7
ST3GAL2	9	7	6	7	9
CACNA1D	9	7	6	7	7
KIT	3	7	8	6	9
CCNB2	5	8	5	5	5
APPL1	4	4	3	6	7
AFAP1L1	7	1	3	4	6
ERG	4	4	4	6	4
TSPAN18	7	9	3	6	5
SLC35B2	4	4	3	4	6
TMEM164	4	1	3	8	4
MX1	1	6	2	3	3
CREB3L1	9	9	8	6	7
C2CD2	7	1	2	4	4
PALM2AKAP2	4	2	2	9	4
ZNF618	9	3	6	8	9
SNX22	9	9	6	8	9
PSMG3	9	7	4	7	7
FMNL2	7	4	9	6	4
PRXL2B	7	1	2	4	4
TNFRSF14	9	7	2	8	6
PANK4	4	4	9	4	7
RER1	4	4	3	4	6
SKI	7	1	9	6	7
LDLRAP1	7	9	3	6	6
BABAM2	7	1	6	4	4
CFAP251	9	6	6	7	9
MRPL17	4	1	3	4	6
UBXN11	9	9	9	8	7
NCK1	4	4	2	8	6
TPRG1L	7	1	3	8	6
WASF2	9	3	4	8	9
FAIM	4	1	4	6	6
TENT5B	3	3	4	8	2
COLEC12	9	7	6	8	7
CUL4B	7	5	3	6	4
H2BC5	9	3	4	8	6
CDC25C	5	8	5	5	4
AHCYL2	4	4	3	4	6
B4GALT5	4	1	4	4	7
DNAH3	9	9	9	8	6
ZC3H18	9	7	6	8	7
TAGLN2	8	2	4	8	2
DUSP23	4	1	8	5	6
F11R	7	1	2	8	7
USF1	6	6	1	7	9
DEDD	9	3	9	8	7
DMTN	7	5	4	4	4
ADAMTS4	9	7	9	4	7
CCAR2	7	1	5	4	7
CACHD1	9	3	9	6	2
CDC42SE2	6	6	1	7	9
RAPGEF6	9	1	6	6	2
EPB41	9	3	6	8	2
MIS18A	7	5	9	4	4
FBXW5	9	9	9	4	9
CFAP298	4	4	3	4	6
PAXBP1	4	4	3	6	6
IFNGR2	8	2	4	9	8
GART	4	1	9	4	6
STC1	9	7	9	8	9
CSRP1	4	1	3	5	6
RUNX1	6	6	6	7	9
CBR1	4	1	4	8	6
CBR3	8	3	4	8	7
GJD2	9	7	6	7	9
MORC3	9	3	6	7	7
CLDN14	8	3	6	8	1
PTMS	9	7	9	6	9
ADIPOR1	4	4	3	4	6
ATP13A2	9	2	9	5	2
BTG2	7	1	3	4	4
C1R	8	7	6	1	2
ALDH4A1	7	5	9	4	4
UBR1	4	4	4	6	6
NAE1	4	4	3	4	7
TMEM69	4	4	3	4	6
ACE	7	9	9	6	4
EFCAB14	7	1	9	4	7
CTBP1	4	1	3	4	4
ZFYVE28	7	1	2	4	7
ZYX	8	3	9	8	7
ABR	9	3	4	8	2
CCDC117	4	3	9	7	7
NPR2	3	3	8	7	2
TNFRSF13C	9	7	6	7	9
CALM3	7	5	5	4	4
CCDC28B	9	3	9	8	7
BSDC1	4	1	3	4	7
ZBTB8A	6	6	1	7	9
ZNF362	3	3	8	6	2
ANKLE1	9	7	9	8	7
MIX23	6	6	1	7	9
ABCG1	8	3	6	1	2
TFF3	7	9	2	5	5
SLC37A1	8	3	4	8	6
NDUFV3	9	7	6	6	9
CBS	4	2	3	6	9
U2AF1	4	4	3	4	7
RRP1B	7	1	9	4	7
PDXK	9	3	9	8	2
G6PD	7	9	5	4	4
CSTB	4	4	2	9	6
ICOSLG	8	3	6	9	8
ZNF66	9	3	9	6	7
RALGDS	9	9	6	6	6
VAV2	7	2	5	4	7
PCNT	7	1	9	4	4
CACFD1	9	9	9	6	4
SLC2A6	8	2	4	9	8
ZNF714	9	7	9	7	2
CFAP157	9	3	6	8	9
SHKBP1	9	3	9	8	9
RDH13	9	7	6	6	9
PKN3	7	1	3	4	4
MPZL3	9	7	1	7	8
NEK8	6	6	1	7	9
PCSK7	3	9	7	6	1
CD3G	9	7	6	7	9
ADAR	8	2	4	1	2
CRTC2	7	1	5	4	7
FDPS	4	1	4	4	7
RUSC1	4	1	3	4	6
GBAP1	9	1	3	8	2
PMF1	9	9	3	4	7
LMNA	7	9	5	4	4
NBEAL2	7	7	5	6	4
CCDC12	9	7	9	6	7
PPP1R35	7	5	3	6	4
IER2	7	5	9	4	6
LY6E	1	7	9	3	1
VPS28	9	9	9	6	7
RECQL4	7	5	5	4	7
ZNF333	6	6	1	7	9
ORAI2	9	7	6	6	9
MRNIP	8	3	2	1	8
SQSTM1	8	3	2	1	8
MGAT4B	7	1	2	8	7
RPL8	9	9	6	6	7
MAML1	4	4	9	6	6
PSMC2	4	4	3	6	6
CELF5	6	6	6	7	9
MFSD12	8	3	6	8	2
PCYT1A	4	1	3	4	6
U2AF1L4	9	7	6	7	7
ZNF382	9	7	6	7	9
IKZF3	9	7	6	7	2
FDXR	9	9	3	6	7
SRSF2	4	4	3	4	7
DCD	6	6	1	7	9
ITGA5	9	3	9	5	9
ZNF385A	9	9	6	6	9
LSM12	7	1	5	4	7
EMC10	9	7	4	7	9
JOSD2	6	6	1	7	9
FAM171A2	9	9	1	6	6
FMNL3	6	6	1	7	9
RACGAP1	5	8	3	5	4
LARP4	4	1	3	6	6
SPC24	5	8	5	5	4
CXCL16	7	1	2	4	4
RNASEK-C17orf49	9	9	2	8	9
BCL6B	8	3	4	8	8
EIF4A1	7	1	9	5	7
POLR3K	4	1	3	4	6
JMJD8	9	9	6	4	9
CCNF	5	8	5	4	4
PAQR4	5	5	5	5	4
CLPB	4	1	9	4	6
CYB561A3	9	7	9	7	9
UBXN1	9	9	4	7	7
SLC25A45	6	6	1	7	9
RPL29	7	1	9	5	4
LRP5	7	5	3	4	4
TAL1	9	7	4	6	2
CMPK1	4	4	3	6	6
PLPP3	5	5	4	9	4
PRKAA2	9	7	6	4	2
KLHL21	4	4	9	4	6
SELENON	9	9	9	7	9
AK4	4	1	3	8	4
JAK1	5	2	2	4	5
FBLIM1	4	2	3	5	6
DHRS3	9	3	2	8	7
LAPTM5	3	3	7	6	1
PEF1	7	1	3	4	7
CAMK2N1	7	5	3	4	4
FAAP20	9	7	6	7	9
MEGF6	7	1	2	4	4
DIRAS3	7	5	4	5	4
NFIA	7	9	8	6	4
USP1	4	8	3	4	6
NEXN	3	3	8	6	1
DNAJB4	7	5	4	4	4
ADGRL4	4	4	8	6	2
TYW3	4	1	6	6	7
SNX7	4	4	4	6	6
NTNG1	6	6	1	7	9
GBP2	8	1	4	1	9
GBP4	8	7	6	1	8
ZNF326	4	4	3	4	7
VCAM1	2	2	2	2	8
EXTL2	4	4	4	8	6
SLC30A7	9	3	6	7	9
ARPC5	4	4	3	6	6
CADM3	7	9	8	5	7
PEA15	9	3	8	6	2
NCSTN	4	4	3	4	6
FLVCR1	6	6	1	7	9
ATF3	8	2	2	9	7
IER5	4	4	4	9	6
SNED1	7	5	3	5	4
BPNT1	6	6	1	7	9
SPATA17	6	6	1	7	9
C1orf115	7	9	3	4	4
PIGR	6	7	6	7	9
CAPN2	7	5	3	4	4
WDR26	7	4	3	4	4
RFTN2	9	7	1	7	2
MEMO1	9	7	6	7	9
ARL5A	9	1	8	6	9
LRATD1	9	3	8	8	2
KCNJ3	6	6	6	7	9
NEUROD1	6	7	1	7	9
NUP35	4	8	3	4	7
NOSTRIN	7	5	5	4	4
CFAP221	9	7	9	7	7
PDLIM5	9	3	8	7	9
NEURL3	8	3	6	1	2
RPRD2	6	7	6	7	9
CTSS	8	3	1	1	1
MSX1	8	3	6	8	2
ERCC3	4	4	3	6	6
BOLA3	4	4	3	4	6
S100A11	6	3	1	7	2
DHX57	9	1	3	6	7
TDRD10	9	1	4	6	7
CCNYL1	7	5	3	4	4
FZD5	6	7	1	7	9
GNPDA2	4	4	9	6	7
ANTXR2	8	3	9	8	6
GPR155	6	7	6	7	9
PBXIP1	9	9	8	6	9
CLDN1	8	9	4	1	6
HIPK1	4	4	3	6	6
INAVA	9	7	3	6	7
NAXE	7	9	9	4	4
POGLUT1	9	9	6	8	9
ATP1A1	7	1	3	4	6
LRRC58	4	1	9	6	7
FSTL1	3	3	8	8	2
TMEM183A	7	1	3	5	4
IGFBP7	3	4	7	6	1
SSR2	4	4	3	4	6
CIP2A	4	8	3	4	7
TGFBR2	5	4	2	9	5
GLB1L	9	7	6	6	9
STT3B	3	3	7	6	2
SGO2	5	8	5	4	4
SUCLG1	4	1	3	4	6
NUAK2	8	3	6	9	2
IFI16	4	4	2	8	6
EIF5A2	9	7	6	6	9
RPL22L1	4	4	3	4	6
ICA1L	9	7	6	7	9
SNHG16	7	1	9	5	7
RYBP	9	1	8	6	9
CADPS	8	9	8	1	7
WDFY3	4	1	4	8	4
